drug_idx,disease_idx,drug_fp_score,dis_ps_score,gip_drug_score,gip_dis_score,combined_score
185,72,0.121,0.1313,0.2078,0.5241,0.1731
460,12,0.1113,0.1541,0.388,0.3228,0.173
121,194,0.1212,0.115,0.4559,0.3228,0.1729
134,27,0.1019,0.2118,0.3501,0.2337,0.1729
249,16,0.1235,0.1733,0.3167,0.2746,0.1729
656,46,0.1188,0.0831,0.27,0.6159,0.1729
517,204,0.1023,0.1714,0.3509,0.3511,0.1728
372,353,0.1178,0.2224,0.2035,0.2681,0.1728
264,250,0.1257,0.1687,0.27,0.3228,0.1728
243,308,0.1202,0.2018,0.2466,0.2746,0.1728
560,363,0.114,0.1695,0.3509,0.2987,0.1728
58,72,0.1258,0.1984,0.27,0.2337,0.1728
403,235,0.1251,0.1257,0.4034,0.3224,0.1728
185,30,0.1095,0.0712,0.3509,0.6159,0.1728
276,79,0.1125,0.1827,0.3413,0.2746,0.1727
46,21,0.1125,0.198,0.247,0.3231,0.1727
134,179,0.1075,0.1047,0.3509,0.5241,0.1727
58,170,0.1011,0.1318,0.5923,0.2337,0.1727
648,84,0.1189,0.1452,0.4637,0.2337,0.1727
134,137,0.1028,0.0812,0.5241,0.4459,0.1727
447,170,0.1058,0.1208,0.4559,0.3794,0.1727
134,213,0.1185,0.1339,0.2078,0.5241,0.1726
282,250,0.1034,0.1076,0.27,0.6159,0.1726
3,399,0.1166,0.1839,0.3579,0.2337,0.1726
264,83,0.1204,0.1825,0.3413,0.2337,0.1725
30,194,0.1502,0.1084,0.27,0.3789,0.1725
648,231,0.1197,0.1509,0.3509,0.3228,0.1725
234,308,0.1035,0.2442,0.2001,0.2746,0.1725
180,281,0.1174,0.1189,0.2078,0.5734,0.1725
585,108,0.1094,0.1628,0.4559,0.2337,0.1725
187,79,0.1254,0.1032,0.3413,0.4459,0.1724
264,372,0.1185,0.1922,0.2324,0.3228,0.1724
534,95,0.1078,0.2124,0.2735,0.2746,0.1724
510,206,0.1084,0.2042,0.3509,0.2174,0.1723
560,255,0.1127,0.2342,0.2352,0.2219,0.1723
619,365,0.1386,0.146,0.2692,0.3228,0.1723
188,31,0.1261,0.1446,0.3509,0.308,0.1723
592,169,0.1307,0.0873,0.3509,0.4562,0.1723
528,32,0.1188,0.1516,0.3509,0.3228,0.1723
350,286,0.1267,0.1196,0.4559,0.2746,0.1723
619,71,0.1319,0.0587,0.27,0.6159,0.1722
516,260,0.1039,0.1571,0.2078,0.5229,0.1722
592,95,0.1013,0.225,0.2105,0.3303,0.1722
325,195,0.1001,0.2192,0.2895,0.2746,0.1722
355,250,0.1009,0.141,0.27,0.5241,0.1722
4,59,0.1197,0.0997,0.2078,0.6159,0.1721
522,194,0.1285,0.1253,0.3509,0.3511,0.172
128,160,0.1136,0.135,0.2228,0.5241,0.172
149,363,0.1052,0.2088,0.3509,0.2163,0.172
657,244,0.1184,0.1894,0.3367,0.2226,0.172
487,363,0.115,0.1573,0.3509,0.3224,0.172
487,349,0.1016,0.1795,0.3509,0.3224,0.172
528,46,0.1619,0.106,0.27,0.3228,0.172
46,204,0.1234,0.1833,0.27,0.2818,0.1719
234,137,0.1326,0.0507,0.5241,0.3794,0.1719
380,71,0.1253,0.0892,0.2078,0.6159,0.1718
35,363,0.1831,0.1049,0.27,0.2174,0.1718
558,363,0.1417,0.1453,0.27,0.3038,0.1718
23,260,0.1218,0.133,0.4559,0.2542,0.1718
510,194,0.1509,0.1585,0.27,0.2174,0.1718
558,203,0.1084,0.2006,0.27,0.3038,0.1718
644,0,0.132,0.157,0.3128,0.2746,0.1718
323,204,0.1154,0.1401,0.3509,0.3692,0.1718
403,179,0.1173,0.1605,0.27,0.3789,0.1717
508,205,0.1057,0.1179,0.4559,0.3794,0.1717
298,30,0.1024,0.1788,0.3509,0.3183,0.1717
487,169,0.1385,0.0821,0.4559,0.3224,0.1717
18,27,0.104,0.2015,0.2694,0.3228,0.1717
15,67,0.1003,0.2037,0.2248,0.3794,0.1717
403,367,0.1385,0.1128,0.3629,0.3224,0.1716
282,375,0.1002,0.0939,0.3178,0.6159,0.1716
298,230,0.1055,0.2001,0.27,0.3183,0.1716
282,71,0.1034,0.1044,0.27,0.6159,0.1716
371,372,0.1139,0.2268,0.2324,0.2337,0.1716
522,170,0.1009,0.1522,0.4559,0.2987,0.1716
508,79,0.1099,0.1969,0.3413,0.2337,0.1715
221,191,0.147,0.0509,0.5923,0.2337,0.1714
642,31,0.1179,0.1311,0.4559,0.2746,0.1714
401,140,0.1032,0.2585,0.2078,0.2142,0.1713
234,341,0.1214,0.1809,0.3298,0.2337,0.1713
581,108,0.1144,0.1931,0.2078,0.3532,0.1712
656,0,0.1349,0.0929,0.3128,0.4459,0.1712
416,46,0.129,0.0601,0.27,0.6159,0.1712
236,127,0.1047,0.235,0.2092,0.2746,0.1712
46,223,0.1405,0.1735,0.2078,0.2818,0.1712
323,191,0.1342,0.072,0.4559,0.3692,0.1712
639,0,0.1029,0.1459,0.3128,0.4459,0.1711
489,367,0.1378,0.1597,0.2793,0.2632,0.1711
18,407,0.1069,0.0697,0.3509,0.6159,0.1711
344,32,0.1218,0.143,0.3509,0.3228,0.1711
423,321,0.1124,0.0794,0.3509,0.5593,0.171
380,7,0.1125,0.1923,0.2957,0.2746,0.171
344,260,0.1128,0.1575,0.3509,0.3228,0.171
271,95,0.1087,0.2455,0.2105,0.2199,0.171
350,204,0.108,0.1464,0.4559,0.2746,0.171
543,332,0.1357,0.1485,0.3592,0.2266,0.171
44,367,0.115,0.1295,0.4716,0.2746,0.171
585,235,0.1113,0.1319,0.5241,0.2337,0.171
534,32,0.119,0.155,0.27,0.3794,0.1709
517,194,0.1262,0.1253,0.3509,0.3511,0.1709
303,363,0.1197,0.1869,0.2078,0.3424,0.1709
210,241,0.15,0.0986,0.27,0.3925,0.1708
445,281,0.105,0.0677,0.4559,0.5241,0.1708
58,242,0.1022,0.1905,0.3509,0.2746,0.1708
280,169,0.1307,0.1134,0.3509,0.3635,0.1708
491,340,0.1189,0.0752,0.3629,0.5241,0.1707
648,179,0.1013,0.1568,0.3509,0.3794,0.1707
323,92,0.1041,0.1205,0.4559,0.3692,0.1707
645,260,0.1187,0.1464,0.3509,0.3228,0.1707
279,401,0.1094,0.192,0.3493,0.2337,0.1706
264,308,0.1206,0.2232,0.2001,0.2337,0.1706
23,169,0.1247,0.1368,0.4559,0.2163,0.1706
272,72,0.1239,0.2011,0.2078,0.2743,0.1705
55,281,0.1103,0.1889,0.3509,0.2367,0.1705
298,287,0.1023,0.1397,0.4559,0.3183,0.1705
403,286,0.1221,0.1218,0.3509,0.3789,0.1705
298,349,0.1005,0.1778,0.3509,0.3183,0.1705
403,230,0.1173,0.1564,0.27,0.3789,0.1705
575,31,0.1025,0.1745,0.3509,0.3183,0.1705
448,205,0.1268,0.127,0.4559,0.2337,0.1705
55,241,0.1041,0.1639,0.4559,0.2367,0.1705
380,27,0.1063,0.1938,0.2694,0.3228,0.1705
236,84,0.1023,0.1165,0.4637,0.3794,0.1704
622,203,0.1152,0.1311,0.3509,0.3843,0.1704
23,204,0.1032,0.2068,0.3509,0.2163,0.1704
492,340,0.1175,0.1247,0.3629,0.3794,0.1704
69,194,0.1252,0.1253,0.3509,0.3511,0.1704
4,72,0.1409,0.0684,0.27,0.5241,0.1704
221,62,0.1204,0.0918,0.5923,0.2337,0.1703
188,287,0.1016,0.1433,0.4559,0.308,0.1702
310,30,0.1044,0.0712,0.3509,0.6159,0.1702
448,213,0.1227,0.2156,0.2078,0.2337,0.1702
271,263,0.1013,0.1801,0.3509,0.3038,0.1701
44,31,0.1203,0.1071,0.4559,0.3228,0.1701
276,161,0.1026,0.1589,0.3318,0.3794,0.1701
648,0,0.1285,0.157,0.3128,0.2746,0.1701
172,108,0.1267,0.0771,0.3509,0.485,0.1701
298,281,0.1024,0.1732,0.3509,0.3183,0.1701
445,213,0.1258,0.1136,0.2078,0.5241,0.1701
2,250,0.1136,0.2296,0.2078,0.2367,0.1701
592,287,0.1041,0.1244,0.3509,0.4562,0.1701
632,203,0.11,0.1946,0.3509,0.2163,0.1701
46,238,0.1128,0.2195,0.2389,0.2398,0.1701
243,343,0.1126,0.1192,0.4559,0.3228,0.1699
489,235,0.1239,0.1315,0.4034,0.2815,0.1699
544,238,0.1123,0.1669,0.4034,0.2337,0.1699
507,140,0.101,0.2049,0.27,0.3093,0.1699
421,82,0.1011,0.221,0.2078,0.3228,0.1699
560,235,0.1215,0.1446,0.4034,0.2542,0.1699
280,223,0.1149,0.1843,0.2078,0.3635,0.1699
558,108,0.1102,0.2066,0.27,0.2585,0.1699
4,108,0.1045,0.0653,0.4559,0.5241,0.1698
30,32,0.171,0.0854,0.2078,0.3789,0.1698
619,308,0.1168,0.156,0.2001,0.4459,0.1698
80,281,0.112,0.1189,0.2078,0.5734,0.1698
522,72,0.1276,0.1843,0.2078,0.2987,0.1697
622,260,0.1145,0.1569,0.27,0.3843,0.1697
264,367,0.1079,0.121,0.4716,0.3228,0.1697
638,108,0.1059,0.0624,0.4559,0.5241,0.1697
46,363,0.1123,0.1947,0.27,0.2818,0.1697
380,328,0.1154,0.2209,0.2224,0.2337,0.1696
516,169,0.1161,0.1334,0.2078,0.5077,0.1696
615,363,0.1268,0.1836,0.27,0.2413,0.1696
282,305,0.11,0.0965,0.332,0.5241,0.1696
249,0,0.1415,0.0744,0.2407,0.5241,0.1695
347,401,0.1149,0.179,0.3493,0.2337,0.1695
641,31,0.1143,0.1311,0.4559,0.2746,0.1695
481,343,0.1131,0.0976,0.4559,0.3794,0.1694
599,32,0.145,0.1308,0.27,0.3064,0.1694
645,32,0.1119,0.1532,0.3509,0.3228,0.1693
656,71,0.1199,0.0999,0.27,0.5241,0.1693
13,88,0.1011,0.2107,0.2801,0.2746,0.1692
39,279,0.1267,0.1244,0.3056,0.3794,0.1692
271,203,0.1032,0.2006,0.27,0.3038,0.1692
230,285,0.1046,0.1632,0.4559,0.2226,0.1691
403,170,0.112,0.1174,0.4559,0.3224,0.1691
544,203,0.1095,0.1376,0.4559,0.2746,0.1691
69,72,0.1263,0.1843,0.2078,0.2987,0.1691
172,167,0.1309,0.0656,0.27,0.57,0.1691
648,265,0.1066,0.2196,0.2246,0.2746,0.1691
460,157,0.1067,0.1163,0.4849,0.3228,0.169
606,286,0.1174,0.161,0.27,0.3495,0.169
80,235,0.1191,0.1226,0.2389,0.4879,0.169
399,349,0.1252,0.0714,0.3509,0.4993,0.169
619,328,0.1202,0.1887,0.2889,0.2337,0.169
454,108,0.1258,0.2171,0.2078,0.2006,0.1689
403,101,0.1431,0.1535,0.2522,0.2608,0.1689
645,343,0.1339,0.0803,0.4559,0.3228,0.1689
249,190,0.1218,0.119,0.3432,0.3794,0.1689
264,123,0.1013,0.1948,0.3222,0.2746,0.1688
311,72,0.1332,0.1729,0.27,0.2337,0.1688
488,30,0.1084,0.1343,0.3509,0.3926,0.1688
458,205,0.1149,0.1115,0.4559,0.3228,0.1688
79,95,0.116,0.1731,0.3554,0.2337,0.1688
279,88,0.1039,0.2179,0.2801,0.2337,0.1687
79,238,0.1145,0.1454,0.4034,0.2746,0.1687
323,363,0.1231,0.1167,0.3509,0.3692,0.1686
46,285,0.109,0.1694,0.3509,0.2818,0.1686
472,83,0.1023,0.1291,0.3413,0.4459,0.1686
372,32,0.1773,0.0938,0.2078,0.31,0.1686
510,263,0.1192,0.1738,0.3509,0.2174,0.1686
323,203,0.1154,0.1294,0.3509,0.3692,0.1686
174,155,0.1625,0.1527,0.2078,0.2061,0.1685
507,169,0.1261,0.1134,0.3509,0.3635,0.1685
445,244,0.1314,0.1189,0.4375,0.2337,0.1685
347,101,0.1089,0.1513,0.3066,0.3794,0.1684
44,195,0.1156,0.1806,0.2895,0.2746,0.1684
121,148,0.1328,0.051,0.5923,0.2746,0.1684
172,250,0.1596,0.0645,0.2078,0.485,0.1684
121,46,0.1348,0.1389,0.27,0.3228,0.1684
221,194,0.1686,0.0503,0.4559,0.2337,0.1684
44,343,0.1096,0.1192,0.4559,0.3228,0.1684
508,46,0.1226,0.1405,0.27,0.3794,0.1684
348,194,0.129,0.1014,0.3509,0.3843,0.1684
249,365,0.1384,0.1536,0.2072,0.3228,0.1683
4,71,0.1409,0.0615,0.27,0.5241,0.1683
311,372,0.1071,0.2268,0.2324,0.2337,0.1682
487,223,0.1288,0.1486,0.27,0.3224,0.1682
58,31,0.1116,0.1311,0.4559,0.2746,0.1682
599,64,0.1624,0.0993,0.32,0.2509,0.1681
221,92,0.1291,0.0699,0.5923,0.2337,0.1681
243,238,0.1135,0.1454,0.4034,0.2746,0.1681
55,263,0.1017,0.1599,0.4559,0.2367,0.1681
481,0,0.1243,0.1574,0.3128,0.2746,0.1681
15,160,0.1011,0.1123,0.2228,0.6159,0.1681
134,305,0.1388,0.0919,0.332,0.3794,0.1681
234,64,0.1325,0.1399,0.2745,0.3228,0.168
187,231,0.1012,0.069,0.3509,0.6159,0.168
386,101,0.1309,0.1147,0.2359,0.4459,0.168
194,194,0.1271,0.1317,0.3509,0.2987,0.168
560,238,0.1074,0.1926,0.3104,0.2542,0.1679
355,46,0.1122,0.0772,0.27,0.6159,0.1679
13,213,0.1049,0.0743,0.2078,0.7239,0.1679
489,281,0.1231,0.1612,0.27,0.3093,0.1679
69,238,0.1111,0.1711,0.3104,0.2987,0.1678
347,95,0.1221,0.0888,0.3554,0.4459,0.1678
504,235,0.1049,0.1319,0.5241,0.2337,0.1678
541,32,0.1138,0.1512,0.2078,0.4459,0.1677
289,153,0.112,0.2135,0.2592,0.2163,0.1676
372,363,0.1474,0.1198,0.27,0.31,0.1676
272,170,0.1096,0.1327,0.4559,0.2743,0.1676
517,72,0.1231,0.1843,0.2078,0.2987,0.1675
647,286,0.1158,0.1762,0.3509,0.2163,0.1674
629,123,0.1283,0.1078,0.3859,0.3233,0.1674
15,7,0.1072,0.1596,0.3843,0.2746,0.1674
656,265,0.1035,0.1618,0.2246,0.4459,0.1673
264,265,0.135,0.1662,0.2246,0.2746,0.1673
79,219,0.1107,0.1833,0.2936,0.2746,0.1672
371,303,0.1357,0.179,0.2228,0.2337,0.1672
615,203,0.1122,0.1994,0.27,0.2413,0.1671
121,64,0.1546,0.13,0.2745,0.2337,0.1671
347,84,0.1059,0.0995,0.4637,0.3794,0.1671
415,275,0.1222,0.1438,0.3509,0.2772,0.167
581,194,0.1171,0.1538,0.2078,0.4151,0.167
583,30,0.1032,0.1844,0.27,0.3302,0.167
4,305,0.1075,0.1181,0.332,0.4459,0.167
221,30,0.1317,0.1071,0.4559,0.2337,0.167
27,205,0.1111,0.1115,0.4559,0.3228,0.1669
638,341,0.1145,0.148,0.3298,0.3228,0.1669
133,306,0.1201,0.2078,0.2097,0.2357,0.1669
264,101,0.131,0.1578,0.3066,0.2337,0.1669
221,286,0.1409,0.0916,0.4559,0.2337,0.1669
180,235,0.1149,0.1226,0.2389,0.4879,0.1669
644,250,0.1246,0.151,0.27,0.3228,0.1669
606,203,0.1001,0.183,0.27,0.3495,0.1669
310,223,0.116,0.0674,0.27,0.6159,0.1668
384,238,0.1387,0.1734,0.2389,0.2155,0.1668
604,195,0.108,0.1272,0.2228,0.5241,0.1668
489,92,0.1081,0.1559,0.3509,0.3093,0.1668
371,223,0.1136,0.1581,0.3509,0.2746,0.1668
44,219,0.11,0.1833,0.2936,0.2746,0.1668
472,79,0.1023,0.1231,0.3413,0.4459,0.1668
415,285,0.1019,0.1602,0.3509,0.3258,0.1667
187,341,0.1375,0.0902,0.3298,0.3794,0.1667
648,71,0.1569,0.0967,0.27,0.3228,0.1667
460,95,0.1228,0.0579,0.3554,0.5241,0.1667
153,205,0.1188,0.1408,0.2078,0.4431,0.1667
615,108,0.1128,0.2089,0.27,0.2053,0.1666
55,92,0.1038,0.1514,0.4559,0.2367,0.1666
291,275,0.1061,0.1031,0.5923,0.2337,0.1666
659,20,0.1599,0.1189,0.2347,0.2746,0.1666
282,311,0.1121,0.192,0.2058,0.3228,0.1665
355,72,0.1009,0.122,0.27,0.5241,0.1665
311,223,0.113,0.1581,0.3509,0.2746,0.1665
509,343,0.1201,0.1237,0.27,0.4238,0.1665
386,399,0.1275,0.1591,0.2755,0.2746,0.1665
403,263,0.1009,0.1083,0.4559,0.3789,0.1664
271,285,0.1079,0.1568,0.3509,0.3038,0.1664
384,265,0.1793,0.0918,0.2385,0.2534,0.1664
380,245,0.1287,0.1948,0.201,0.2337,0.1663
350,191,0.1062,0.0882,0.5923,0.2746,0.1663
489,31,0.1144,0.1706,0.27,0.3093,0.1663
236,59,0.1291,0.0645,0.2078,0.6159,0.1663
560,286,0.106,0.1612,0.3509,0.2987,0.1663
656,7,0.1047,0.1737,0.3843,0.2337,0.1663
46,191,0.1507,0.0924,0.3509,0.2818,0.1663
55,223,0.1457,0.1426,0.27,0.2367,0.1663
243,219,0.109,0.1833,0.2936,0.2746,0.1663
149,204,0.1005,0.1976,0.3509,0.2163,0.1662
31,32,0.1521,0.1408,0.2078,0.2713,0.1662
310,84,0.125,0.1004,0.3569,0.3794,0.1662
544,26,0.1186,0.1748,0.27,0.2746,0.1662
94,306,0.1186,0.2078,0.2097,0.2357,0.1662
659,157,0.1025,0.1295,0.4849,0.2746,0.1661
264,245,0.1536,0.1327,0.2615,0.2337,0.1661
44,95,0.1106,0.1731,0.3554,0.2337,0.1661
230,343,0.12,0.1625,0.3509,0.2226,0.1661
491,190,0.1116,0.1113,0.446,0.3228,0.1661
69,95,0.1101,0.1944,0.2735,0.2542,0.1661
632,155,0.1382,0.1331,0.27,0.2987,0.1659
372,194,0.1474,0.1139,0.27,0.31,0.1659
134,231,0.1195,0.0883,0.3509,0.4459,0.1659
403,324,0.1361,0.1153,0.3104,0.3224,0.1659
649,231,0.1229,0.0564,0.3509,0.5241,0.1659
95,321,0.1227,0.0885,0.4559,0.3228,0.1658
432,244,0.1489,0.0808,0.4375,0.2337,0.1658
348,279,0.1328,0.1504,0.3056,0.2367,0.1658
348,223,0.1199,0.1346,0.27,0.3843,0.1658
279,302,0.1099,0.1064,0.2644,0.5241,0.1657
380,218,0.1032,0.0989,0.2287,0.6159,0.1657
581,30,0.1074,0.1655,0.2078,0.4151,0.1657
403,62,0.1191,0.0757,0.4559,0.3789,0.1657
403,92,0.1076,0.0948,0.4559,0.3789,0.1657
384,31,0.1121,0.1908,0.27,0.2533,0.1656
380,297,0.1189,0.1805,0.2454,0.2746,0.1656
656,153,0.1025,0.2069,0.2885,0.2337,0.1656
657,260,0.1323,0.0746,0.27,0.4993,0.1655
55,170,0.1241,0.1257,0.4559,0.2014,0.1655
284,363,0.1126,0.1209,0.27,0.4582,0.1654
39,166,0.1005,0.1822,0.226,0.3794,0.1654
236,213,0.1291,0.0615,0.2078,0.6159,0.1654
633,62,0.1069,0.1695,0.2078,0.4035,0.1654
172,137,0.1177,0.059,0.4034,0.485,0.1654
172,190,0.1218,0.1043,0.3719,0.3603,0.1654
348,285,0.1253,0.0622,0.4559,0.3843,0.1653
325,119,0.1004,0.1784,0.3417,0.2746,0.1653
243,235,0.1285,0.0708,0.5241,0.2746,0.1653
541,349,0.1066,0.1345,0.27,0.4459,0.1653
445,157,0.1161,0.1175,0.4849,0.2337,0.1652
619,379,0.1018,0.1542,0.3581,0.3228,0.1652
534,170,0.1176,0.0951,0.4559,0.3228,0.1652
15,365,0.1244,0.1458,0.2692,0.3228,0.1652
249,218,0.1225,0.0648,0.2287,0.6159,0.1652
180,287,0.1058,0.0931,0.27,0.5734,0.1652
15,59,0.1064,0.0627,0.2078,0.7239,0.1652
648,161,0.1094,0.1497,0.3318,0.3228,0.1651
432,72,0.1499,0.0618,0.27,0.4459,0.1651
243,95,0.1085,0.1731,0.3554,0.2337,0.1651
489,170,0.1129,0.1576,0.3509,0.2632,0.1651
487,170,0.1047,0.1327,0.4559,0.2743,0.1651
323,194,0.1231,0.1052,0.3509,0.3692,0.1651
458,31,0.1203,0.0904,0.4559,0.3228,0.1651
487,72,0.1129,0.2011,0.2078,0.2743,0.165
638,231,0.115,0.0668,0.3509,0.5241,0.165
15,60,0.1064,0.062,0.2078,0.7239,0.165
372,140,0.1376,0.1427,0.27,0.2638,0.165
194,400,0.1225,0.0944,0.4559,0.2987,0.165
639,294,0.1027,0.1299,0.3005,0.4459,0.1649
311,303,0.131,0.179,0.2228,0.2337,0.1649
79,204,0.1135,0.101,0.4559,0.3228,0.1649
421,223,0.1163,0.1314,0.3509,0.3228,0.1649
403,108,0.1368,0.097,0.3509,0.3224,0.1648
95,31,0.135,0.0998,0.3509,0.3228,0.1648
489,230,0.1199,0.1771,0.2078,0.3093,0.1648
481,194,0.1139,0.0807,0.4559,0.3794,0.1647
188,286,0.1177,0.1334,0.3509,0.308,0.1647
325,32,0.1036,0.1516,0.3509,0.3228,0.1647
622,71,0.1375,0.1416,0.2078,0.327,0.1647
657,62,0.1003,0.0631,0.4559,0.4993,0.1646
282,101,0.1094,0.1155,0.3066,0.4459,0.1646
648,242,0.1013,0.1366,0.3509,0.3794,0.1646
35,263,0.1113,0.1738,0.3509,0.2174,0.1646
35,204,0.1315,0.1665,0.27,0.2174,0.1645
566,205,0.1111,0.1259,0.3509,0.3614,0.1645
644,60,0.1415,0.1169,0.2078,0.3794,0.1645
243,195,0.1079,0.1806,0.2895,0.2746,0.1645
415,363,0.116,0.1566,0.27,0.3258,0.1645
638,305,0.1045,0.1149,0.332,0.4459,0.1645
134,244,0.1081,0.1441,0.4375,0.2337,0.1644
95,140,0.1018,0.1696,0.3509,0.2746,0.1644
4,60,0.1197,0.0738,0.2078,0.6159,0.1644
80,343,0.12,0.0876,0.2078,0.5734,0.1644
492,16,0.1156,0.14,0.4115,0.2337,0.1643
374,231,0.1027,0.1329,0.3509,0.3794,0.1643
509,241,0.1276,0.0769,0.3509,0.4238,0.1643
454,140,0.1051,0.2364,0.2078,0.2006,0.1643
508,95,0.1004,0.1699,0.3554,0.2746,0.1642
534,223,0.1032,0.1588,0.27,0.3794,0.1642
384,241,0.1205,0.1451,0.3509,0.2533,0.1642
489,205,0.1223,0.1501,0.27,0.3093,0.1641
264,375,0.1255,0.1242,0.3178,0.3228,0.1641
243,204,0.1119,0.101,0.4559,0.3228,0.1641
339,31,0.1201,0.1594,0.27,0.2928,0.1641
629,32,0.1487,0.107,0.27,0.3064,0.1641
458,286,0.1149,0.0958,0.4559,0.3228,0.1641
639,353,0.1043,0.1237,0.2228,0.5241,0.164
622,287,0.1064,0.0894,0.4559,0.3843,0.164
234,82,0.1028,0.1573,0.2078,0.4459,0.1639
415,400,0.1332,0.0988,0.3509,0.3258,0.1639
215,334,0.108,0.1714,0.3796,0.2053,0.1639
507,223,0.103,0.1843,0.2078,0.3635,0.1639
121,160,0.1512,0.1286,0.2228,0.2746,0.1639
544,302,0.1213,0.1783,0.2644,0.2337,0.1639
276,67,0.1261,0.1835,0.2248,0.2337,0.1639
310,0,0.1271,0.1056,0.2407,0.4459,0.1639
639,365,0.1017,0.1957,0.2692,0.2746,0.1639
372,303,0.1178,0.1928,0.2035,0.2681,0.1639
31,49,0.121,0.1731,0.2829,0.2303,0.1638
234,261,0.1095,0.1491,0.321,0.3228,0.1638
80,287,0.1029,0.0931,0.27,0.5734,0.1638
2,205,0.1077,0.1567,0.3509,0.2782,0.1638
234,160,0.1309,0.127,0.2228,0.3794,0.1638
272,223,0.12,0.1486,0.27,0.3224,0.1638
236,341,0.1082,0.148,0.3298,0.3228,0.1638
478,263,0.1163,0.0967,0.3509,0.4151,0.1638
350,205,0.1267,0.0914,0.4559,0.2746,0.1638
481,278,0.1037,0.2129,0.2472,0.2337,0.1638
79,195,0.1064,0.1806,0.2895,0.2746,0.1638
3,255,0.1005,0.1652,0.2591,0.3794,0.1637
121,203,0.1044,0.1119,0.4559,0.3228,0.1636
460,145,0.102,0.1843,0.339,0.2337,0.1636
185,223,0.1096,0.0674,0.27,0.6159,0.1636
2,30,0.1028,0.1641,0.3509,0.2782,0.1636
520,285,0.1163,0.1619,0.3509,0.2174,0.1635
644,84,0.1005,0.1452,0.4637,0.2337,0.1635
604,95,0.1164,0.1111,0.2735,0.4459,0.1635
30,363,0.1502,0.0784,0.27,0.3789,0.1635
46,31,0.106,0.184,0.27,0.2818,0.1634
491,250,0.1119,0.0937,0.27,0.5241,0.1634
44,204,0.1103,0.101,0.4559,0.3228,0.1633
187,83,0.1254,0.0729,0.3413,0.4459,0.1633
15,308,0.1002,0.1618,0.2001,0.4459,0.1633
298,305,0.1183,0.1848,0.2555,0.2304,0.1632
619,67,0.1196,0.1431,0.2248,0.3794,0.1632
560,250,0.1183,0.1929,0.2078,0.2542,0.1632
638,27,0.1007,0.1676,0.3501,0.2746,0.1631
585,206,0.1048,0.08,0.5923,0.2746,0.1631
64,204,0.1005,0.1925,0.3509,0.2001,0.1631
6,345,0.1069,0.2037,0.21,0.2746,0.163
347,244,0.1018,0.1361,0.4375,0.2746,0.163
350,62,0.1078,0.0745,0.5923,0.2746,0.163
2,26,0.1156,0.1887,0.2078,0.2782,0.163
528,213,0.1594,0.1003,0.2078,0.3228,0.1629
13,60,0.1049,0.0577,0.2078,0.7239,0.1629
280,400,0.1082,0.1246,0.3509,0.3635,0.1629
35,241,0.1386,0.1227,0.3509,0.2174,0.1629
55,72,0.142,0.17,0.2078,0.2014,0.1629
46,108,0.1231,0.1679,0.27,0.2398,0.1629
284,194,0.1126,0.1124,0.27,0.4582,0.1628
494,250,0.122,0.0747,0.27,0.5241,0.1628
187,401,0.1226,0.1304,0.3493,0.2746,0.1628
522,95,0.1035,0.1944,0.2735,0.2542,0.1628
2,108,0.1131,0.1585,0.3509,0.2367,0.1628
454,92,0.1214,0.1713,0.27,0.2357,0.1627
348,204,0.1091,0.1154,0.3509,0.3843,0.1627
560,95,0.1062,0.2022,0.2735,0.2163,0.1627
37,334,0.1056,0.1714,0.3796,0.2053,0.1627
185,242,0.1161,0.0535,0.27,0.6159,0.1627
31,194,0.1208,0.1605,0.27,0.2713,0.1627
350,363,0.111,0.1139,0.4559,0.2746,0.1627
445,242,0.1002,0.0834,0.3509,0.5241,0.1626
27,31,0.1152,0.0904,0.4559,0.3228,0.1626
221,230,0.1278,0.134,0.3509,0.2337,0.1626
276,235,0.1096,0.0577,0.5241,0.3794,0.1625
347,242,0.1006,0.0518,0.3509,0.6159,0.1625
520,204,0.1276,0.1665,0.27,0.2174,0.1625
276,137,0.1087,0.0594,0.5241,0.3794,0.1625
581,235,0.1194,0.1451,0.2389,0.3532,0.1625
172,32,0.1146,0.0702,0.27,0.57,0.1624
494,79,0.1191,0.1024,0.3413,0.3794,0.1624
421,213,0.1395,0.1321,0.2078,0.3228,0.1624
619,332,0.1203,0.151,0.336,0.2337,0.1624
347,265,0.1081,0.1376,0.2246,0.4459,0.1624
35,203,0.1315,0.1595,0.27,0.2174,0.1624
371,260,0.118,0.1359,0.3509,0.2746,0.1623
560,203,0.11,0.1409,0.3509,0.2987,0.1622
622,108,0.1144,0.1241,0.3509,0.327,0.1622
27,286,0.1111,0.0958,0.4559,0.3228,0.1622
230,263,0.109,0.1327,0.4559,0.2226,0.1622
403,321,0.1124,0.0751,0.4559,0.3789,0.1622
185,179,0.1161,0.0517,0.27,0.6159,0.1622
79,31,0.1042,0.1071,0.4559,0.3228,0.1621
180,343,0.1154,0.0876,0.2078,0.5734,0.1621
492,60,0.1219,0.1188,0.2078,0.4459,0.162
626,269,0.1057,0.1458,0.331,0.3228,0.162
454,223,0.1443,0.1309,0.27,0.2357,0.162
249,145,0.1107,0.1908,0.2609,0.2337,0.162
528,60,0.1594,0.0972,0.2078,0.3228,0.162
445,27,0.1247,0.1372,0.3501,0.2337,0.1619
